sim_id,group_name,group_id,num_users,lat,lon,scenario
60,Rural_39,854ba04ffffffff,8,24.260002872420795,120.9375885844813,Suburban
61,Rural_40,854ba393fffffff,8,24.42398612559678,121.5671691690872,Rural
62,Rural_41,854ba02bfffffff,8,24.52333345357851,121.46252145230108,Rural
63,Rural_42,854bb1bbfffffff,7,22.990279138981897,120.46498509616077,Suburban
64,Rural_43,854ba24bfffffff,7,23.232415554893283,120.41380730288283,Suburban
65,Rural_44,854bb527fffffff,7,23.43223563557337,120.20709707515554,Suburban
66,Rural_45,854ba3cbfffffff,7,23.86146103526654,121.35458443002503,Suburban
67,Rural_46,854ba007fffffff,7,24.72112996699735,121.2534495204467,Suburban
68,Rural_47,854ba037fffffff,7,24.803089871176773,121.56899066350788,Suburban
69,Rural_48,854ba293fffffff,7,24.135801004741776,120.46828914702671,Suburban
70,Rural_49,854b84d3fffffff,7,23.11336733678364,120.93337068007338,Rural
71,Rural_50,854ba2c3fffffff,7,23.71419277174268,120.31141251618484,Suburban
72,Rural_51,854ba29bfffffff,7,23.995444207701617,120.4159431459604,Rural
73,Rural_52,854ba22ffffffff,7,23.57908910729044,121.24861110793759,Rural
74,Rural_53,854ba28bfffffff,7,23.896413926961642,120.5195519430626,Suburban
75,Rural_54,854ba20ffffffff,7,23.59753927933059,120.83085214264737,Rural
76,Rural_55,854bb107fffffff,7,22.747317446622542,120.51614972053659,Suburban
77,Rural_56,854b86d7fffffff,7,22.156694995074922,120.72193815956487,Rural
78,Rural_57,854bb177fffffff,7,22.50353561950444,120.56730109952348,Suburban
79,Rural_58,854ba26ffffffff,7,23.25517457414022,120.98604594457807,Rural
80,Rural_59,854ba033fffffff,7,24.762170890857774,121.4110847064739,Suburban
81,Rural_60,854ba277fffffff,6,23.497320883445404,120.93477483967835,Rural
82,Rural_61,854bb123fffffff,6,22.68691049218174,120.7756648618762,Rural
83,Rural_62,854b84c7fffffff,6,23.052897090889257,121.19413044447067,Suburban
84,Rural_63,854ba1c7fffffff,6,25.024122730196968,121.93916991651746,Rural
85,Rural_64,854ba267fffffff,6,23.396806315865877,121.03877452514091,Rural
86,Rural_65,854ba383fffffff,6,24.324339836855252,121.6718905610959,Rural
87,Rural_66,854ba22bfffffff,6,23.538260797420495,121.09155641329957,Rural
88,Rural_67,854bb1a3fffffff,6,23.031413852054026,120.62083654801795,Rural
89,Rural_68,854bb52ffffffff,6,23.290996761849033,120.15502005865427,Rural
90,Rural_69,854ba023fffffff,6,24.663307931042674,121.51572945080028,Rural
91,Rural_70,854b8487fffffff,6,23.377306151008497,121.45727530798956,Rural
92,Rural_71,854ba2abfffffff,6,23.87954008288127,120.93618080665097,Rural
93,Rural_72,854ba15bfffffff,6,24.60483494019871,121.77864326930874,Rural
94,Rural_73,854ba2a7fffffff,6,24.061327829705817,121.14593458781454,Rural
95,Rural_74,854ba2d7fffffff,6,23.854907562176514,120.36365093430811,Rural
96,Rural_75,854ba27bfffffff,6,23.314825867305423,120.72573737158574,Rural
97,Rural_76,854ba02ffffffff,6,24.564145292303838,121.6204482226329,Rural
98,Rural_77,854ba397fffffff,6,24.464683284791505,121.72524040020002,Rural
99,Rural_78,854bb137fffffff,6,22.82923349871773,120.82818013120131,Rural
100,Rural_79,854bb1b7fffffff,6,23.173206301602875,120.67326021318895,Rural
101,Rural_80,854ba62ffffffff,5,24.275976262845788,120.5206889330245,Suburban
102,Rural_81,854ba3d7fffffff,5,24.143097910898483,121.46077048055807,Suburban
103,Rural_82,854ba24ffffffff,5,23.27367373754175,120.56963316025266,Suburban
104,Rural_83,854ba237fffffff,5,23.82063098788136,121.19728007665826,Rural
105,Rural_84,854ba26bfffffff,5,23.21424422081373,120.82951527846843,Rural
106,Rural_85,854bb13bfffffff,5,22.646014947636974,120.61963708363118,Rural
107,Rural_86,854b849bfffffff,5,23.295995952264793,121.14285059856128,Rural
108,Rural_87,854ba233fffffff,5,23.77968671173084,121.04024796492672,Rural
109,Rural_88,854ba06ffffffff,5,24.24281347178572,121.35626514523581,Rural
110,Rural_89,854ba06bfffffff,5,24.201872344430722,121.1988579384622,Rural
111,Rural_90,854ba03bfffffff,5,24.622381501684394,121.35794803046497,Rural
112,Rural_91,854bb12bfffffff,5,22.544419178165132,120.72320293869682,Rural
113,Rural_92,854b8483fffffff,5,23.33670694690956,121.29992760539338,Rural
114,Rural_93,854b848ffffffff,5,23.23548660577453,121.40422588128277,Rural
115,Rural_94,854ba57bfffffff,5,25.278379688267567,121.46603018857786,Suburban
116,Rural_95,854ba263fffffff,5,23.355870530905275,120.88211835965492,Rural
117,Rural_96,854ba07bfffffff,5,24.30117503002903,121.09457471780142,Rural
118,Rural_97,854b84d7fffffff,5,23.154183293599676,121.09005017329295,Rural
119,Rural_98,854b84c3fffffff,5,23.01219560945971,121.03730298002276,Suburban
120,Rural_99,854ba3d3fffffff,5,24.10227129454463,121.30321685934916,Rural
121,Rural_100,854b84dbfffffff,5,22.971386381431103,120.88074873971159,Rural
122,Rural_101,854ba39bfffffff,5,24.28363644286468,121.513943250969,Rural
123,Rural_102,854ba00bfffffff,4,24.540168141386246,121.04320054314911,Suburban
124,Rural_103,854ba223fffffff,4,23.679536267451006,121.14439160021263,Rural
125,Rural_104,854ba273fffffff,4,23.456270778954284,120.77826801694911,Rural
126,Rural_105,854ba227fffffff,4,23.720366093788392,121.3015711725146,Rural
127,Rural_106,854ba067fffffff,4,24.38316808160592,121.40936667993485,Rural
128,Rural_107,854ba343fffffff,4,23.660405266801067,121.56353323027155,Rural
129,Rural_108,854b8693fffffff,4,22.44253057001502,120.826846697542,Rural
130,Rural_109,854bb12ffffffff,4,22.585200347809145,120.87938087845262,Rural
131,Rural_110,854ba077fffffff,4,24.482400847560466,121.30486466999771,Rural
132,Rural_111,854ba627fffffff,4,24.415968304768914,120.57314249910206,Suburban
133,Rural_112,854ba217fffffff,4,23.838368748005955,120.77957210551911,Rural
134,Rural_113,854ba56ffffffff,3,25.221264248437134,121.72909346175132,Suburban
135,Rural_114,854b868bfffffff,3,22.197336426026656,120.87801477249428,Rural
136,Rural_115,854ba14bfffffff,3,24.50525813904892,121.88357864798466,Rural
137,Rural_116,854ba073fffffff,3,24.441348899799966,121.14747956520632,Rural
138,Rural_117,854ba057fffffff,3,24.49888406985947,120.88623780555824,Rural
139,Rural_118,854ba047fffffff,3,24.400179037681955,120.99036780519391,Rural
140,Rural_119,854b8683fffffff,3,22.340349571897512,120.93056776905078,Rural
141,Rural_120,854b8697fffffff,3,22.483197290393097,120.98317395620474,Rural
142,Rural_121,854ba23bfffffff,3,23.638593524104266,120.98748471080569,Rural
143,Rural_122,854ba0cffffffff,3,24.597289845041523,120.78218532088798,Suburban
144,Rural_123,854ba2a3fffffff,3,24.020268937374933,120.98892532981785,Rural
145,Rural_124,854b8493fffffff,3,23.437631810686437,121.19570424663426,Rural
146,Rural_125,854ba1d7fffffff,3,25.12284394957283,121.83409553174204,Suburban
147,Rural_126,854b8473fffffff,2,22.74727321807964,121.50682145628596,Rural
148,Rural_127,854ba153fffffff,2,24.74479315395531,121.83209915460604,Rural
149,Rural_128,854bb163fffffff,2,22.36089113130252,120.51501855280998,Rural
150,Rural_129,854b8413fffffff,2,23.093489422878086,121.3512294929029,Rural
151,Rural_130,854bb537fffffff,2,23.531701710651728,120.10386304210934,Rural
152,Rural_131,854ba063fffffff,2,24.34223057504141,121.25183463586241,Rural
153,Rural_132,854ba2d3fffffff,2,23.813292894034177,120.20803092571721,Rural
154,Rural_133,854ba34bfffffff,2,23.518946289809875,121.510377761592,Rural
155,Rural_134,854bb1a7fffffff,2,23.072443720588655,120.77696560347619,Rural
156,Rural_135,854bb167fffffff,2,22.401761385711747,120.67079436825155,Rural
157,Rural_136,854b841bfffffff,2,22.95131638439002,121.29828615389536,Suburban
158,Rural_137,854b86cffffffff,1,21.910821313194695,120.77306838144025,Rural
159,Rural_138,854ba387fffffff,1,24.364922234916868,121.83010535889349,Rural
160,Rural_139,854b86c3fffffff,1,22.01353291418479,120.66956381600336,Rural
161,Rural_140,854ba2dbfffffff,1,23.672584868450137,120.15592004674579,Rural
162,Rural_141,854ba2c7fffffff,1,23.7556936690248,120.46718638250847,Suburban
163,Rural_142,854ba0cbfffffff,1,24.55577546655231,120.62564984003721,Rural
164,Rural_143,854bb17bfffffff,1,22.319921201012853,120.35952081373235,Rural
165,Rural_144,854ba1cffffffff,1,24.884556290959317,121.88560804187914,Rural
166,Taichung_01,854ba297fffffff,186,24.177314430399942,120.62444419590929,Urban
167,Taichung_02,854ba287fffffff,161,24.078354258691096,120.72827832486833,Urban
168,Taichung_03,854ba04bfffffff,95,24.21871552961879,120.78087787241849,Urban
169,Taichung_04,854ba283fffffff,47,24.036954747602547,120.57197121593093,Urban
170,Taichung_05,854ba05bfffffff,18,24.3174912880266,120.67697087742238,Suburban
171,Tainan_01,854bb183fffffff,213,23.049461253847696,120.206164420808,Urban
172,Tainan_02,854bb18ffffffff,112,22.949040989767905,120.30941280831271,Urban
173,Tainan_03,854bb18bfffffff,87,22.907700813233127,120.15412122283192,Urban
174,Tainan_04,854bb187fffffff,25,23.090813406970682,120.36158322658319,Suburban
175,Tainan_05,854bb113fffffff,23,22.807100091499457,120.25729605179184,Suburban
176,Tainan_06,854bb19bfffffff,15,23.00800717910033,120.05102744697444,Suburban
177,Tainan_07,854bb193fffffff,15,23.149586687059017,120.10299684849439,Suburban
178,Taipei_01,854ba0a7fffffff,286,25.04116935729994,121.51751796001166,DenseUrban
179,Taipei_02,854ba1dbfffffff,84,24.94267764506896,121.6223050781076,Suburban
180,Taipei_03,854ba1d3fffffff,65,25.082069637785597,121.67567268189006,Suburban
181,Taipei_04,854ba56bfffffff,34,25.1803752108325,121.57081451401159,Suburban
182,Taipei_05,854ba0affffffff,26,24.901767382345042,121.46427468684573,Suburban
183,Taipei_06,854ba0b7fffffff,15,25.13936034021925,121.41280495365464,Suburban
184,Taitung_01,854b8453fffffff,226,22.768389059784294,121.08854586979314,Urban
185,Taitung_02,854b84cffffffff,39,22.910729449800378,121.14131157903107,Suburban
186,Taitung_03,854b8457fffffff,32,22.808969285587693,121.2453958749211,Urban
187,Taitung_04,854b845bfffffff,11,22.625877731969577,121.03583332592208,Suburban
188,Taitung_05,854b84cbfffffff,10,22.870034687714274,120.98460902756476,Suburban
189,Taoyuan_01,854ba0bbfffffff,268,24.95899661372003,121.2020197731384,Urban
190,Taoyuan_02,854ba0abfffffff,102,24.860733877743275,121.30651460857138,Urban
191,Taoyuan_03,854ba017fffffff,58,24.819578562682032,121.14902653623713,Suburban
192,Taoyuan_04,854ba0a3fffffff,54,25.000144538419804,121.35963308991501,Urban
193,Taoyuan_05,854ba0b3fffffff,28,25.09822107023482,121.25506649081625,Suburban
194,Taoyuan_06,854ba087fffffff,20,25.056958836717033,121.09760081333162,Suburban
